302.638	126.91	339.512	132.786	80942	84819	
402.906	275.752	438.309	278.574	176402	178358	
156.938	15.0244	201.827	15.6269	9756	9801	
393.483	418.404	422.369	420.11	267913	269222	
349.217	165.039	386.459	162.026	105949	104066	
338.402	294.855	372.614	296.957	188498	189812	
495.91	172.062	543.288	175.455	110575	112543	
285.676	309.052	318.54	307.122	198045	196798	
144.032	66.7203	190.913	66.0272	42384	42430	
268.377	64.8359	305.851	61.9628	41228	39345	
508.682	163.362	543.288	175.455	104828	112543	
612.82	158.564	566.017	159.538	101732	102326	
288.369	174.693	333.143	175.995	111648	112333	
426.874	49.7201	466.328	51.6857	31786	33106	
483.068	315.505	522.452	313.833	202083	200842	
6.55107	76.3712	594.828	164.365	48646	105554	
469.341	84.6753	512.788	81.8473	54229	52352	
556.821	191.242	587.12	250.482	122796	160587	
309.724	62.6327	351.92	62.5973	39989	40031	
623.042	65.6629	138.04	54.2996	42223	34698	
527.301	329.581	565.201	348.736	211087	223285	
29.3688	346.342	71.2727	329.517	221469	210631	
577.308	349.597	610.168	365.482	223937	234210	
375.881	107.17	403.212	110.097	68855	70803	
485.757	237.93	527.362	254.778	152165	163087	
385.941	221.291	420.021	222.207	141825	142500	
402.906	275.752	438.309	278.574	176402	178358	
495.91	172.062	543.288	175.455	110575	112543	
144.032	66.7203	190.913	66.0272	42384	42430	
508.682	163.362	543.288	175.455	104828	112543	
483.068	315.505	602.218	43.7138	202083	28122	
6.55107	76.3712	351.779	94.0493	48646	60511	
556.821	191.242	587.12	250.482	122796	160587	
623.042	65.6629	557	45.9287	42223	29357	
481.967	316.046	520.158	324.13	202721	207880	
41.282	318.74	80.0017	315.118	203561	201680	
3.56435	128.049	337.704	39.5379	81923	25297	
601.587	383.951	637.769	170.884	245721	109437	
201.735	72.5634	244.153	71.1713	46281	45684	
278.752	75.1223	318.389	71.555	48278	45758	
617.735	74.6716	58.3626	334.709	47977	213818	
410.233	261.697	447.359	263.74	167450	168767	
490.812	262.631	530.441	269.664	168170	172690	
305.943	15.4794	348.804	23.4822	9905	15068	
29.5856	16.5874	76.8718	13.6087	10269	8396	
503.664	207.027	544.383	211.939	132983	135584	
350.356	275.102	397.073	359.922	176350	230157	
576.829	398.749	612.745	410.346	255296	263012	
608.701	144.71	537.092	32.616	92768	21017	
25.2887	16.0309	76.8718	13.6087	10265	8396	
166.961	79.0201	208.855	77.5953	50726	49488	
249.263	80.3152	289.169	80.5691	51449	51489	
325.153	207.613	359.495	212.284	132805	136039	
302.511	325.213	335.448	325.201	208302	208335	
455.682	272.975	494.93	278.484	174535	178414	
630.037	20.8754	459.712	251.027	13430	161099	
525.059	152.83	566.017	159.538	97805	102326	
155.842	23.303	200.672	22.7926	14875	14280	
463.816	86.4874	507.557	88.5733	55503	56827	
500.682	34.4742	546.534	36.752	22260	23586	
526.631	349.215	565.706	359.378	223886	230325	
97.6632	86.0923	140.071	83.2921	55137	53260	
303.224	217.394	341.661	214.479	139183	137301	
376.096	334.419	411.255	333.498	214136	213531	
375.084	232.649	407.551	238.608	148855	152727	
330.122	150.775	369.394	150.333	96330	96369	
350.954	151.32	390.769	151.461	96990	97030	
436.572	362.815	486.846	371.377	232116	237926	
530.923	34.1664	384.504	56.2471	22290	36224	
369.249	40.5772	554.063	50.2622	25969	32554	
221.728	98.5294	241.84	98.6108	62941	62961	
337.838	301.965	371.806	301.726	192977	193011	
369.198	238.839	407.551	238.608	152689	152727	
29.1668	342.806	71.2727	329.517	218909	210631	
345.251	231.426	382.148	231.064	148185	148222	
441.706	42.7034	487.872	43.2834	27321	28007	
558.791	364.384	596.22	372.137	233518	238676	
310.228	47.9298	352.361	48.859	30390	31072	
628.441	118.106	83.2372	330.149	76148	211283	
87.3501	55.3317	352.361	48.859	35287	31072	
156.159	57.4344	198.883	55.4579	36636	35398	
302.873	172.235	333.143	175.995	110382	112333	
519.798	378.687	560.848	389.266	242439	249520	
342.427	59.2569	384.504	56.2471	38102	36224	
2.08044	57.224	81.3244	41.0773	36482	26321	
481.967	316.046	515.312	306.296	202721	196355	
305.943	15.4794	227.618	63.7789	9905	40547	
350.356	275.102	387.536	273.402	176350	175107	
155.842	23.303	200.672	22.7926	14875	14280	
330.122	150.775	369.394	150.333	96330	96369	
530.923	34.1664	579.671	34.1517	22290	22339	
369.249	40.5772	407.503	36.663	25969	23447	
369.198	238.839	390.688	273.119	152689	175110	
310.228	47.9298	352.361	48.859	30390	31072	
519.798	378.687	560.848	389.266	242439	249520	
149.068	30.3875	192.703	30.7836	19349	19392	
588.974	192.948	629.745	201.546	123468	129269	
328.766	96.4921	368.715	96.372	61768	61808	
145.039	31.041	186.636	31.0781	19985	20026	
416.433	255.469	450.936	256.906	163616	164290	
424.183	350.863	458.083	355.997	224424	227658	
467.212	256.184	499.479	256.116	164307	164339	
299.528	95.3631	339.75	95.3136	61099	61139	
373.478	95.4056	413.417	95.9815	61173	61213	
495.667	353.721	532.356	360.545	226415	230932	
184.317	30.5471	228.05	29.7527	19384	18788	
352.072	319.338	386.636	320.201	204512	205186	
355.525	286.747	575.76	216.698	183395	138815	
432.138	255.553	471.161	259.637	163632	166231	
368.552	256.087	406.877	256.218	164208	164246	
301.258	67.8687	59.659	335.74	43181	214459	
498.375	98.3987	542.79	100.111	63218	64542	
601.138	133.271	638.771	164.989	85721	105598	
520.751	36.5612	568.69	37.0788	23560	24248	
335.418	259.614	370.733	259.626	166095	166130	
29.598	34.9226	78.2798	31.4441	21789	19918	
350.63	228.247	386.804	229.265	146270	146946	
37.1127	323.804	80.0017	315.118	206757	201680	
552.716	39.4916	602.467	39.5918	25512	25562	
75.6171	70.9457	125.7	84.148	44875	53885	
601.508	135.514	638.771	164.989	87001	105598	
151.027	7.18751	228.952	105.418	4631	67428	
512.517	359.296	549.162	367.844	230272	235429	
538.37	359.413	575.549	370.594	230298	237375	
315.652	35.5423	358.332	34.2003	22715	22118	
466.376	99.7786	513.478	107.671	63826	68993	
97.9533	100.654	564.662	38.3133	64097	24884	
451.601	260.382	488.49	264.206	166851	169448	
523.547	231.535	562.195	271.827	148363	174002	
496.471	34.4025	540.831	35.9441	22256	22940	
634.017	135.641	385.797	144.662	87034	92545	
364.128	357.909	397.073	359.922	228844	230157	
332.052	36.9279	376.094	39.4811	23372	25336	
364.17	36.2452	407.503	36.663	23404	23447	
168.401	103.334	211.487	101.18	66088	64851	
266.517	102.351	25.484	191.28	65546	122265	
188.364	102.864	232.053	101.001	65468	64872	
98.2597	75.1707	143.757	72.5492	48098	46223	
477.405	300.88	515.312	306.296	192477	196355	
577.704	395.102	616.94	406.99	253377	260456	
322.941	144.224	361.421	143.75	92482	91881	
615.301	74.4958	57.9648	334.086	47975	213817	
345.766	144.257	385.797	144.662	92505	92545	
214.594	80.3705	255.773	79.3846	51414	50815	
167.239	45.1454	211.195	44.6625	28967	28371	
144.251	44.5724	191.715	44.4629	28304	28351	
307.718	336.477	340.717	336.262	215347	215380	
308.712	209.392	346.816	207.833	134068	132826	
463.98	269.019	504.593	275.147	172623	176504	
516.026	116.524	550.458	74.9065	74756	47910	
329.172	79.0896	553.407	32.184	50889	21033	
303.141	79.8753	344.195	79.2727	50863	50904	
354.932	299.854	575.76	216.698	191714	138815	
506.835	209.827	339.058	80.3134	134266	51539	
284.629	83.1309	327.222	78.2167	53404	50247	
494.652	272.035	365.785	100.012	174574	64365	
450.429	364.763	486.846	371.377	233410	237926	
321.757	271.487	356.919	272.972	173761	174436	
514.396	82.716	352.361	48.859	52994	31072	
499.537	20.4516	546.998	24.3441	13299	15906	
532.692	148.649	578.585	152.542	95252	97858	
163.785	49.2635	207.575	48.0755	31523	30927	
188.103	47.3363	231.953	46.7177	30268	29671	
442.782	248.098	480.659	251.591	159162	161120	
241.238	83.0544	284.908	82.9449	53361	52764	
31.4598	336.245	72.1098	324.938	215071	207432	
615.903	120.691	557	45.9287	77415	29357	
548.604	371.507	494.93	278.484	237988	178414	
352.932	271.64	387.536	273.402	173792	175107	
523.603	375.957	560.848	389.266	240523	249520	
308.119	152.27	347.643	151.719	97588	96987	
308.188	185.088	347.327	186.916	118708	119387	
584.212	213.018	627.707	216.063	136904	138867	
189.147	88.6046	229.834	88.6137	56509	56549	
424.733	243.437	462.937	247.79	155944	158542	
317.212	89.84	420.021	222.207	57277	142500	
365.498	243.944	403.481	244.287	155885	156563	
308.881	338.864	342.751	339.203	216628	217302	
172.206	87.3034	216.488	86.8437	55852	55256	
93.759	87.1948	137.884	83.2781	55773	53257	
17.157	28.8838	67.1075	26.9681	17937	16707	
87.0553	51.7214	273.58	50.9152	32727	32273	
35.1518	23.8311	83.7947	20.5201	14755	12883	
306.054	22.455	348.804	23.4822	14386	15068	
102.467	87.1023	148.709	85.3127	55782	54548	
460.416	251.574	499.479	256.116	161100	164339	
369.248	347.197	403.399	348.091	222449	223123	
367.996	280.227	403.997	281.589	179567	180243	
576.339	379.952	620.679	395.191	243136	253420	
343.989	92.5945	384.336	95.4356	59223	61184	
20.0728	347.836	59.659	335.74	222100	214459	
149.068	30.3875	192.703	30.7836	19349	19392	
373.478	95.4056	483.141	361.874	61173	231523	
498.375	98.3987	542.79	100.111	63218	64542	
512.517	359.296	549.162	367.844	230272	235429	
634.017	135.641	391.878	356.417	87034	228231	
266.517	102.351	489.037	357.166	65546	228969	
450.429	364.763	487.79	370.532	233410	237287	
317.212	89.84	348.1	88.0381	57277	56668	
365.498	243.944	390.688	273.119	155885	175110	
87.0553	51.7214	394.311	359.574	32727	230154	
102.467	87.1023	148.709	85.3127	55782	54548	
162.481	112.171	306.572	92.391	71842	59186	
14.4862	63.1451	64.4455	59.5578	40334	37824	
98.495	47.6752	144.714	45.2392	30178	28944	
311.966	144.827	351.814	144.188	92471	92511	
491.886	31.817	538.154	33.8934	20331	21658	
225.807	63.8109	267.432	63.19	40545	40587	
609.977	80.4263	58.3626	334.709	51809	213818	
18.2986	31.3847	69.4903	29.6987	19858	18629	
294.484	97.4715	334.701	97.2547	62374	62414	
331.481	97.248	371.753	97.5251	62411	62451	
242.509	64.6815	284.349	64.4744	41202	41244	
317.745	31.3097	360.239	31.7883	20157	20200	
510.057	31.4334	386.636	320.201	20350	205186	
140.682	31.2381	186.636	31.0781	19980	20026	
19.2453	32.3087	69.4903	29.6987	20499	18629	
174.03	64.0794	217.996	61.9275	41134	39257	
184.021	64.4735	225.549	62.0213	41144	39905	
141.638	32.4922	187.792	32.0265	20621	20667	
311.517	81.577	351.827	82.4534	52151	52831	
592.42	160.318	612.493	272.553	102992	174692	
485.73	33.7322	532.151	35.8976	21605	22932	
299.789	82.178	340.379	81.0289	52779	52180	
360.489	34.0618	403.974	34.5771	22120	22163	
588.399	178.251	594.46	340.353	114508	218194	
613.728	65.3072	514.178	292.621	42213	187394	
176.259	97.8715	218.68	96.3944	62256	61658	
0.857844	130.63	67.1247	180.846	83200	115267	
78.0214	82.4882	129.274	45.2068	52558	28929	
181.507	82.9042	347.532	198.255	52661	127067	
187.614	97.7153	229.69	95.6728	62267	61029	
85.6264	49.3203	132.241	47.5016	31445	30212	
536.446	146.011	578.585	152.542	93976	97858	
584.571	194.588	629.745	201.546	124744	129269	
217.934	83.2922	259.615	82.1145	53337	52739	
637.007	132.178	614.525	264.646	85117	169574	
599.528	131.458	638.771	164.989	84439	105598	
516.536	35.949	564.662	38.3133	22916	24884	
517.691	35.5829	564.662	38.3133	22917	24884	
183.99	52.3606	226.497	51.875	33463	32866	
511.706	211.659	76.8718	13.6087	135551	8396	
624.116	179.999	192.191	8.9981	115184	5312	
272.047	99.7619	312.189	99.5469	63632	63672	
167.742	33.9988	211.397	33.1894	21287	21331	
27.9393	33.6668	78.2798	31.4441	21147	19918	
484.149	34.2988	564.662	38.3133	22244	24884	
336.354	83.8544	378.216	83.4419	53456	53498	
504.002	102.854	549.9	104.04	65784	67109	
555.681	22.2006	605.781	24.0076	14635	15965	
208.291	84.119	250.356	83.7493	53968	53370	
570.355	259.511	612.493	272.553	166330	174692	
276.022	104.064	316.516	104.603	66836	66876	
287.635	88.2152	327.919	89.692	56607	57287	
501.794	38.4351	548.955	40.3734	24821	26148	
469.643	260.055	499.479	256.116	166869	164339	
490.463	37.664	391.598	363.099	24170	232711	
171.958	53.0965	215.701	51.7915	34091	32855	
179.422	68.7243	222.21	65.5	43699	41822	
208.813	85.3102	250.356	83.7493	54608	53370	
219.502	85.3363	259.615	82.1145	54619	52739	
177.645	24.2533	221.563	23.358	15537	14941	
480.033	103.994	521.721	108.862	66400	69641	
553.187	39.1904	602.218	43.7138	25513	28122	
355.197	260.803	390.507	261.863	166755	167430	
146.788	35.5938	187.792	32.0265	22546	20667	
612.349	72.8245	628.211	208.45	46692	133748	
510.499	103.972	556.093	106.903	66430	68396	
79.5493	86.6502	125.7	84.148	55119	53885	
614.532	58.8081	626.513	218.141	37734	140146	
